"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2953","should successfully add multiple products to cart","firefox","Wed Nov 26 09:18:00 UTC 2025","passed","Wed Nov 26 09:18:03 UTC 2025","Product and Cart functionality","","",""
"","1670","should find specific product when searching","firefox","Wed Nov 26 09:18:46 UTC 2025","passed","Wed Nov 26 09:18:48 UTC 2025","Search functionality","","",""
"","1334","should not allow sign up with empty name field","webkit","Wed Nov 26 09:20:11 UTC 2025","passed","Wed Nov 26 09:20:13 UTC 2025","User Sign Up","","",""
"","7465","should successfully complete checkout flow with payment","webkit","Wed Nov 26 09:19:31 UTC 2025","passed","Wed Nov 26 09:19:39 UTC 2025","Checkout Flow","","",""
"","3361","should successfully add a product to cart","firefox","Wed Nov 26 09:17:57 UTC 2025","passed","Wed Nov 26 09:18:00 UTC 2025","Product and Cart functionality","","",""
"","7545","should successfully complete checkout flow with payment","firefox","Wed Nov 26 09:18:26 UTC 2025","passed","Wed Nov 26 09:18:33 UTC 2025","Checkout Flow","","",""
"","2173","should successfully remove a product from cart","chromium","Wed Nov 26 09:17:12 UTC 2025","passed","Wed Nov 26 09:17:14 UTC 2025","Product and Cart functionality","","",""
"","4965","should successfully delete a user account","chromium","Wed Nov 26 09:17:51 UTC 2025","passed","Wed Nov 26 09:17:56 UTC 2025","User Sign Up","","",""
"","5701","should successfully remove a product from cart","firefox","Wed Nov 26 09:18:16 UTC 2025","passed","Wed Nov 26 09:18:22 UTC 2025","Product and Cart functionality","","",""
"","1794","Verify login with invalid email","chromium","Wed Nov 26 09:17:28 UTC 2025","passed","Wed Nov 26 09:17:30 UTC 2025","Verify login functionality","","",""
"","2116","Verify login with invalid email","firefox","Wed Nov 26 09:18:36 UTC 2025","passed","Wed Nov 26 09:18:38 UTC 2025","Verify login functionality","","",""
"","2249","should successfully add multiple products to cart","chromium","Wed Nov 26 09:17:10 UTC 2025","passed","Wed Nov 26 09:17:12 UTC 2025","Product and Cart functionality","","",""
"","8361","should successfully add multiple products to cart","webkit","Wed Nov 26 09:19:16 UTC 2025","passed","Wed Nov 26 09:19:24 UTC 2025","Product and Cart functionality","","",""
"","1406","should not allow sign up with invalid email format","webkit","Wed Nov 26 09:20:10 UTC 2025","passed","Wed Nov 26 09:20:11 UTC 2025","User Sign Up","","",""
"","1163","should not allow sign up with invalid email format","firefox","Wed Nov 26 09:18:58 UTC 2025","passed","Wed Nov 26 09:18:59 UTC 2025","User Sign Up","","",""
"","2740","Verify login with invalid email","webkit","Wed Nov 26 09:19:42 UTC 2025","passed","Wed Nov 26 09:19:45 UTC 2025","Verify login functionality","","",""
"","1130","should not allow sign up with empty name field","firefox","Wed Nov 26 09:18:59 UTC 2025","passed","Wed Nov 26 09:19:00 UTC 2025","User Sign Up","","",""
"","3716","should successfully remove a product from cart","webkit","Wed Nov 26 09:19:24 UTC 2025","passed","Wed Nov 26 09:19:28 UTC 2025","Product and Cart functionality","","",""
"","2825","Verify logout functionality","chromium","Wed Nov 26 09:17:32 UTC 2025","passed","Wed Nov 26 09:17:34 UTC 2025","Verify login functionality","","",""
"","2671","should successfully search for a product by name","webkit","Wed Nov 26 09:19:51 UTC 2025","passed","Wed Nov 26 09:19:54 UTC 2025","Search functionality","","",""
"","2321","Verify login with invalid password","firefox","Wed Nov 26 09:18:38 UTC 2025","passed","Wed Nov 26 09:18:41 UTC 2025","Verify login functionality","","",""
"","1872","should successfully search for a product by name","firefox","Wed Nov 26 09:18:44 UTC 2025","passed","Wed Nov 26 09:18:46 UTC 2025","Search functionality","","",""
"","1471","should handle search with no results","chromium","Wed Nov 26 09:17:38 UTC 2025","passed","Wed Nov 26 09:17:40 UTC 2025","Search functionality","","",""
"","4021","Verify logout functionality","webkit","Wed Nov 26 09:19:47 UTC 2025","passed","Wed Nov 26 09:19:51 UTC 2025","Verify login functionality","","",""
"","2868","Verify login with valid credentials","firefox","Wed Nov 26 09:18:33 UTC 2025","passed","Wed Nov 26 09:18:36 UTC 2025","Verify login functionality","","",""
"","3075","should successfully register a new user with complete information","firefox","Wed Nov 26 09:18:49 UTC 2025","passed","Wed Nov 26 09:18:52 UTC 2025","User Sign Up","","",""
"","1888","should successfully search for a product by name","chromium","Wed Nov 26 09:17:34 UTC 2025","passed","Wed Nov 26 09:17:36 UTC 2025","Search functionality","","",""
"","8366","should successfully complete checkout flow with payment","chromium","Wed Nov 26 09:17:16 UTC 2025","passed","Wed Nov 26 09:17:25 UTC 2025","Checkout Flow","","",""
"","5580","should show error when trying to sign up with existing email","firefox","Wed Nov 26 09:18:52 UTC 2025","passed","Wed Nov 26 09:18:58 UTC 2025","User Sign Up","","",""
"","3434","Verify logout functionality","firefox","Wed Nov 26 09:18:41 UTC 2025","passed","Wed Nov 26 09:18:44 UTC 2025","Verify login functionality","","",""
"","5641","should show error when trying to sign up with existing email","chromium","Wed Nov 26 09:17:44 UTC 2025","passed","Wed Nov 26 09:17:49 UTC 2025","User Sign Up","","",""
"","3911","should successfully register a new user with complete information","webkit","Wed Nov 26 09:19:59 UTC 2025","passed","Wed Nov 26 09:20:03 UTC 2025","User Sign Up","","",""
"","4973","should successfully delete a user account","firefox","Wed Nov 26 09:19:00 UTC 2025","passed","Wed Nov 26 09:19:05 UTC 2025","User Sign Up","","",""
"","4059","should successfully register a new user with complete information","chromium","Wed Nov 26 09:17:40 UTC 2025","passed","Wed Nov 26 09:17:44 UTC 2025","User Sign Up","","",""
"","2467","Verify login with invalid password","webkit","Wed Nov 26 09:19:45 UTC 2025","passed","Wed Nov 26 09:19:47 UTC 2025","Verify login functionality","","",""
"","3157","should display correct quantity when adding same product multiple times","webkit","Wed Nov 26 09:19:28 UTC 2025","passed","Wed Nov 26 09:19:31 UTC 2025","Product and Cart functionality","","",""
"","2531","should find specific product when searching","webkit","Wed Nov 26 09:19:54 UTC 2025","passed","Wed Nov 26 09:19:57 UTC 2025","Search functionality","","",""
"","2220","should display correct quantity when adding same product multiple times","chromium","Wed Nov 26 09:17:14 UTC 2025","passed","Wed Nov 26 09:17:16 UTC 2025","Product and Cart functionality","","",""
"","763","should not allow sign up with invalid email format","chromium","Wed Nov 26 09:17:49 UTC 2025","passed","Wed Nov 26 09:17:50 UTC 2025","User Sign Up","","",""
"","3136","Verify login with valid credentials","chromium","Wed Nov 26 09:17:25 UTC 2025","passed","Wed Nov 26 09:17:28 UTC 2025","Verify login functionality","","",""
"","1967","should handle search with no results","webkit","Wed Nov 26 09:19:57 UTC 2025","passed","Wed Nov 26 09:19:59 UTC 2025","Search functionality","","",""
"","6743","should successfully delete a user account","webkit","Wed Nov 26 09:20:13 UTC 2025","passed","Wed Nov 26 09:20:19 UTC 2025","User Sign Up","","",""
"","7242","should show error when trying to sign up with existing email","webkit","Wed Nov 26 09:20:03 UTC 2025","passed","Wed Nov 26 09:20:10 UTC 2025","User Sign Up","","",""
