"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1085","should not allow sign up with empty name field","firefox","Tue Nov 25 09:19:04 UTC 2025","passed","Tue Nov 25 09:19:05 UTC 2025","User Sign Up","","",""
"","1415","should successfully search for a product by name","chromium","Tue Nov 25 09:18:01 UTC 2025","passed","Tue Nov 25 09:18:02 UTC 2025","Search functionality","","",""
"","3971","Verify logout functionality","webkit","Tue Nov 25 09:19:52 UTC 2025","passed","Tue Nov 25 09:19:56 UTC 2025","Verify login functionality","","",""
"","8111","should successfully complete checkout flow with payment","webkit","Tue Nov 25 09:19:35 UTC 2025","passed","Tue Nov 25 09:19:43 UTC 2025","Checkout Flow","","",""
"","3511","should successfully remove a product from cart","webkit","Tue Nov 25 09:19:25 UTC 2025","passed","Tue Nov 25 09:19:28 UTC 2025","Product and Cart functionality","","",""
"","2515","should successfully search for a product by name","webkit","Tue Nov 25 09:19:56 UTC 2025","passed","Tue Nov 25 09:19:58 UTC 2025","Search functionality","","",""
"","4746","should show error when trying to sign up with existing email","chromium","Tue Nov 25 09:18:08 UTC 2025","passed","Tue Nov 25 09:18:13 UTC 2025","User Sign Up","","",""
"","1467","should find specific product when searching","chromium","Tue Nov 25 09:18:02 UTC 2025","passed","Tue Nov 25 09:18:04 UTC 2025","Search functionality","","",""
"","7073","should successfully add a product to cart","webkit","Tue Nov 25 09:19:11 UTC 2025","passed","Tue Nov 25 09:19:18 UTC 2025","Product and Cart functionality","","",""
"","2394","should successfully remove a product from cart","chromium","Tue Nov 25 09:17:40 UTC 2025","passed","Tue Nov 25 09:17:43 UTC 2025","Product and Cart functionality","","",""
"","6387","should show error when trying to sign up with existing email","firefox","Tue Nov 25 09:18:56 UTC 2025","passed","Tue Nov 25 09:19:03 UTC 2025","User Sign Up","","",""
"","2479","Verify login with invalid email","webkit","Tue Nov 25 09:19:46 UTC 2025","passed","Tue Nov 25 09:19:49 UTC 2025","Verify login functionality","","",""
"","3146","Verify login with valid credentials","webkit","Tue Nov 25 09:19:43 UTC 2025","passed","Tue Nov 25 09:19:46 UTC 2025","Verify login functionality","","",""
"","2813","should find specific product when searching","webkit","Tue Nov 25 09:19:58 UTC 2025","passed","Tue Nov 25 09:20:01 UTC 2025","Search functionality","","",""
"","3446","should successfully register a new user with complete information","chromium","Tue Nov 25 09:18:05 UTC 2025","passed","Tue Nov 25 09:18:08 UTC 2025","User Sign Up","","",""
"","6875","should successfully complete checkout flow with payment","firefox","Tue Nov 25 09:18:32 UTC 2025","passed","Tue Nov 25 09:18:39 UTC 2025","Checkout Flow","","",""
"","729","should not allow sign up with empty name field","chromium","Tue Nov 25 09:18:14 UTC 2025","passed","Tue Nov 25 09:18:15 UTC 2025","User Sign Up","","",""
"","1923","Verify login with invalid password","chromium","Tue Nov 25 09:17:56 UTC 2025","passed","Tue Nov 25 09:17:58 UTC 2025","Verify login functionality","","",""
"","2215","should display correct quantity when adding same product multiple times","firefox","Tue Nov 25 09:18:30 UTC 2025","passed","Tue Nov 25 09:18:32 UTC 2025","Product and Cart functionality","","",""
"","706","should not allow sign up with invalid email format","chromium","Tue Nov 25 09:18:13 UTC 2025","passed","Tue Nov 25 09:18:14 UTC 2025","User Sign Up","","",""
"","7310","should show error when trying to sign up with existing email","webkit","Tue Nov 25 09:20:12 UTC 2025","passed","Tue Nov 25 09:20:19 UTC 2025","User Sign Up","","",""
"","2025","should display correct quantity when adding same product multiple times","chromium","Tue Nov 25 09:17:43 UTC 2025","passed","Tue Nov 25 09:17:45 UTC 2025","Product and Cart functionality","","",""
"","3278","Verify logout functionality","firefox","Tue Nov 25 09:18:45 UTC 2025","passed","Tue Nov 25 09:18:49 UTC 2025","Verify login functionality","","",""
"","3350","should successfully add a product to cart","firefox","Tue Nov 25 09:18:20 UTC 2025","passed","Tue Nov 25 09:18:23 UTC 2025","Product and Cart functionality","","",""
"","2420","Verify login with valid credentials","firefox","Tue Nov 25 09:18:39 UTC 2025","passed","Tue Nov 25 09:18:41 UTC 2025","Verify login functionality","","",""
"","2824","should successfully register a new user with complete information","firefox","Tue Nov 25 09:18:54 UTC 2025","passed","Tue Nov 25 09:18:56 UTC 2025","User Sign Up","","",""
"","6800","should successfully complete checkout flow with payment","chromium","Tue Nov 25 09:17:45 UTC 2025","passed","Tue Nov 25 09:17:52 UTC 2025","Checkout Flow","","",""
"","3306","should successfully remove a product from cart","firefox","Tue Nov 25 09:18:26 UTC 2025","passed","Tue Nov 25 09:18:30 UTC 2025","Product and Cart functionality","","",""
"","2128","Verify login with invalid email","firefox","Tue Nov 25 09:18:41 UTC 2025","passed","Tue Nov 25 09:18:43 UTC 2025","Verify login functionality","","",""
"","2606","Verify login with invalid password","webkit","Tue Nov 25 09:19:49 UTC 2025","passed","Tue Nov 25 09:19:52 UTC 2025","Verify login functionality","","",""
"","1641","should find specific product when searching","firefox","Tue Nov 25 09:18:50 UTC 2025","passed","Tue Nov 25 09:18:52 UTC 2025","Search functionality","","",""
"","1299","should handle search with no results","chromium","Tue Nov 25 09:18:04 UTC 2025","passed","Tue Nov 25 09:18:05 UTC 2025","Search functionality","","",""
"","941","should not allow sign up with invalid email format","firefox","Tue Nov 25 09:19:03 UTC 2025","passed","Tue Nov 25 09:19:04 UTC 2025","User Sign Up","","",""
"","7002","should display correct quantity when adding same product multiple times","webkit","Tue Nov 25 09:19:28 UTC 2025","passed","Tue Nov 25 09:19:35 UTC 2025","Product and Cart functionality","","",""
"","1923","Verify login with invalid email","chromium","Tue Nov 25 09:17:54 UTC 2025","passed","Tue Nov 25 09:17:56 UTC 2025","Verify login functionality","","",""
"","1683","should successfully search for a product by name","firefox","Tue Nov 25 09:18:49 UTC 2025","passed","Tue Nov 25 09:18:50 UTC 2025","Search functionality","","",""
"","2054","Verify login with invalid password","firefox","Tue Nov 25 09:18:43 UTC 2025","passed","Tue Nov 25 09:18:45 UTC 2025","Verify login functionality","","",""
"","6109","should successfully add multiple products to cart","webkit","Tue Nov 25 09:19:18 UTC 2025","passed","Tue Nov 25 09:19:25 UTC 2025","Product and Cart functionality","","",""
"","3477","should handle search with no results","webkit","Tue Nov 25 09:20:04 UTC 2025","passed","Tue Nov 25 09:20:07 UTC 2025","Search functionality","","",""
"","1505","should handle search with no results","firefox","Tue Nov 25 09:18:52 UTC 2025","passed","Tue Nov 25 09:18:54 UTC 2025","Search functionality","","",""
"","4392","should successfully delete a user account","chromium","Tue Nov 25 09:18:15 UTC 2025","passed","Tue Nov 25 09:18:19 UTC 2025","User Sign Up","","",""
"","1902","should successfully add a product to cart","chromium","Tue Nov 25 09:17:36 UTC 2025","passed","Tue Nov 25 09:17:38 UTC 2025","Product and Cart functionality","","",""
"","2761","should successfully add multiple products to cart","firefox","Tue Nov 25 09:18:24 UTC 2025","passed","Tue Nov 25 09:18:26 UTC 2025","Product and Cart functionality","","",""
"","2783","Verify logout functionality","chromium","Tue Nov 25 09:17:58 UTC 2025","passed","Tue Nov 25 09:18:01 UTC 2025","Verify login functionality","","",""
"","1199","should not allow sign up with empty name field","webkit","Tue Nov 25 09:20:20 UTC 2025","passed","Tue Nov 25 09:20:21 UTC 2025","User Sign Up","","",""
"","2356","should successfully add multiple products to cart","chromium","Tue Nov 25 09:17:38 UTC 2025","passed","Tue Nov 25 09:17:40 UTC 2025","Product and Cart functionality","","",""
"","2405","Verify login with valid credentials","chromium","Tue Nov 25 09:17:52 UTC 2025","passed","Tue Nov 25 09:17:54 UTC 2025","Verify login functionality","","",""
"","1259","should not allow sign up with invalid email format","webkit","Tue Nov 25 09:20:19 UTC 2025","passed","Tue Nov 25 09:20:20 UTC 2025","User Sign Up","","",""
"","4611","should successfully delete a user account","firefox","Tue Nov 25 09:19:05 UTC 2025","passed","Tue Nov 25 09:19:10 UTC 2025","User Sign Up","","",""
"","5818","should successfully delete a user account","webkit","Tue Nov 25 09:20:21 UTC 2025","passed","Tue Nov 25 09:20:27 UTC 2025","User Sign Up","","",""
"","3994","should successfully register a new user with complete information","webkit","Tue Nov 25 09:20:07 UTC 2025","passed","Tue Nov 25 09:20:11 UTC 2025","User Sign Up","","",""
