"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2296","should successfully add multiple products to cart","chromium","Fri Nov 28 09:15:34 UTC 2025","passed","Fri Nov 28 09:15:36 UTC 2025","Product and Cart functionality","","",""
"","7594","should show error when trying to sign up with existing email","webkit","Fri Nov 28 09:18:04 UTC 2025","passed","Fri Nov 28 09:18:12 UTC 2025","User Sign Up","","",""
"","11233","should successfully add a product to cart","webkit","Fri Nov 28 09:17:07 UTC 2025","passed","Fri Nov 28 09:17:18 UTC 2025","Product and Cart functionality","","",""
"","2661","should successfully register a new user with complete information","chromium","Fri Nov 28 09:16:01 UTC 2025","passed","Fri Nov 28 09:16:03 UTC 2025","User Sign Up","","",""
"","1603","should not allow sign up with empty name field","webkit","Fri Nov 28 09:18:13 UTC 2025","passed","Fri Nov 28 09:18:15 UTC 2025","User Sign Up","","",""
"","1667","Verify login with invalid password","chromium","Fri Nov 28 09:15:52 UTC 2025","passed","Fri Nov 28 09:15:54 UTC 2025","Verify login functionality","","",""
"","1014","should not allow sign up with invalid email format","chromium","Fri Nov 28 09:16:09 UTC 2025","passed","Fri Nov 28 09:16:10 UTC 2025","User Sign Up","","",""
"","2148","Verify login with valid credentials","chromium","Fri Nov 28 09:15:48 UTC 2025","passed","Fri Nov 28 09:15:50 UTC 2025","Verify login functionality","","",""
"","2883","Verify login with invalid password","webkit","Fri Nov 28 09:17:45 UTC 2025","passed","Fri Nov 28 09:17:48 UTC 2025","Verify login functionality","","",""
"","1713","Verify login with invalid email","chromium","Fri Nov 28 09:15:50 UTC 2025","passed","Fri Nov 28 09:15:52 UTC 2025","Verify login functionality","","",""
"","5938","should show error when trying to sign up with existing email","firefox","Fri Nov 28 09:16:52 UTC 2025","passed","Fri Nov 28 09:16:58 UTC 2025","User Sign Up","","",""
"","3960","Verify logout functionality","webkit","Fri Nov 28 09:17:48 UTC 2025","passed","Fri Nov 28 09:17:52 UTC 2025","Verify login functionality","","",""
"","3121","should successfully remove a product from cart","firefox","Fri Nov 28 09:16:21 UTC 2025","passed","Fri Nov 28 09:16:24 UTC 2025","Product and Cart functionality","","",""
"","1237","should successfully search for a product by name","chromium","Fri Nov 28 09:15:57 UTC 2025","passed","Fri Nov 28 09:15:58 UTC 2025","Search functionality","","",""
"","2841","should successfully add multiple products to cart","firefox","Fri Nov 28 09:16:18 UTC 2025","passed","Fri Nov 28 09:16:21 UTC 2025","Product and Cart functionality","","",""
"","3759","should display correct quantity when adding same product multiple times","webkit","Fri Nov 28 09:17:27 UTC 2025","passed","Fri Nov 28 09:17:31 UTC 2025","Product and Cart functionality","","",""
"","7784","should successfully complete checkout flow with payment","chromium","Fri Nov 28 09:15:40 UTC 2025","passed","Fri Nov 28 09:15:48 UTC 2025","Checkout Flow","","",""
"","2982","Verify logout functionality","firefox","Fri Nov 28 09:16:41 UTC 2025","passed","Fri Nov 28 09:16:44 UTC 2025","Verify login functionality","","",""
"","1749","should handle search with no results","firefox","Fri Nov 28 09:16:48 UTC 2025","passed","Fri Nov 28 09:16:49 UTC 2025","Search functionality","","",""
"","3098","should successfully search for a product by name","webkit","Fri Nov 28 09:17:52 UTC 2025","passed","Fri Nov 28 09:17:55 UTC 2025","Search functionality","","",""
"","1328","should find specific product when searching","chromium","Fri Nov 28 09:15:58 UTC 2025","passed","Fri Nov 28 09:15:59 UTC 2025","Search functionality","","",""
"","2062","Verify login with invalid password","firefox","Fri Nov 28 09:16:39 UTC 2025","passed","Fri Nov 28 09:16:41 UTC 2025","Verify login functionality","","",""
"","1365","should not allow sign up with empty name field","firefox","Fri Nov 28 09:17:00 UTC 2025","passed","Fri Nov 28 09:17:01 UTC 2025","User Sign Up","","",""
"","2900","should successfully register a new user with complete information","firefox","Fri Nov 28 09:16:49 UTC 2025","passed","Fri Nov 28 09:16:52 UTC 2025","User Sign Up","","",""
"","8501","should successfully complete checkout flow with payment","webkit","Fri Nov 28 09:17:31 UTC 2025","passed","Fri Nov 28 09:17:40 UTC 2025","Checkout Flow","","",""
"","7624","should successfully complete checkout flow with payment","firefox","Fri Nov 28 09:16:27 UTC 2025","passed","Fri Nov 28 09:16:34 UTC 2025","Checkout Flow","","",""
"","1303","should not allow sign up with invalid email format","firefox","Fri Nov 28 09:16:58 UTC 2025","passed","Fri Nov 28 09:17:00 UTC 2025","User Sign Up","","",""
"","4425","should successfully add multiple products to cart","webkit","Fri Nov 28 09:17:19 UTC 2025","passed","Fri Nov 28 09:17:23 UTC 2025","Product and Cart functionality","","",""
